Mod,Plot,Type,Distance,Side,UniqueID,Altitude,Decl1,Decl2,Decl3,Decl4,Aspecto,Prof1,Prof2,Prof3,Prof4,Rocha1,Rocha2,Rocha3,Rocha4,Solo1,Solo2,Solo3,Solo4,Biom1,Biom2,Biom3,Biom4,Serra1,Serra2,Serra3,Serra4,esp_serra1,esp_serra2,esp_serra3,esp_serra4,grimpa1,grimpa2,grimpa3,grimpa4,hmax,dossel,agua,Gado,Veg,Fogo,tipo.veg,obs,obs2,data
1,M01T09,Terrestre,175,M,TS3500_175_M,1640,16,8,9,8,40,51,51,51,45,0,0,0,0,98,95,90,92,2,5,10,8,0,0,0,0,0,0,0,0,0,0,0,0,2.5,97.56145833,,,Campo/Baccharis,Sim,FOM-CAMPO,,baccharis queimado,
1,M01T09,Terrestre,225,M,TS3500_225_M,1640,6.5,14,3,6,80,35,20,15,30,0,0,0,0,60,65,70,80,40,35,30,20,0,0,0,0,0,0,0,0,0,0,0,0,2.5,100,,,Campo/Baccharis,Sim,FOM-CAMPO,240-250j - javalis,baccharis queimado,
1,M01T10,Terrestre,25,J,TS4500_25_J,1670,3,6.7,3.5,8.1,330,33,33,36,30,0,0,0,0,50,60,65,85,50,40,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,Sim,,Sim,CAMPO,,,10/31/2020
1,M01T10,Terrestre,75,J,TS4500_75_J,1670,11,2,7,1.2,300,40,40,39,47,0,0,0,0,85,80,85,95,15,20,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,Sim,,Sim,CAMPO,,,10/31/2020
1,M01T10,Terrestre,125,J,TS4500_125_J,1670,6.2,8.5,7,0,300,18,24,21,21,0,0,0,0,15,10,45,70,85,90,55,30,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,Sim,,Sim,CAMPO,,,10/31/2020
1,M01T10,Terrestre,175,J,TS4500_175_J,1670,6.6,6,1.6,5.5,255,25,30,10,20,0,0,15,0,80,60,50,60,20,40,35,40,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,Sim,,Sim,CAMPO,,,10/31/2020
1,M01T10,Terrestre,225,J,TS4500_225_J,1670,9,3,2,5,250,25,20,40,20,0,0,0,0,85,35,70,75,15,65,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,Sim,,Sim,CAMPO,,,10/31/2020
1,M01T10,Terrestre,25,M,TS4500_25_M,1670,10.3,13,4.1,6.4,290,44,48,41,30,0,0,0,0,40,30,40,50,60,70,60,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,Sim,,Sim,CAMPO,,,10/31/2020
1,M01T10,Terrestre,75,M,TS4500_75_M,1670,12.5,8.5,19.3,8.3,315,17,24,21,20,0,0,0,0,96,92,90,96,4,8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,Sim,,Sim,CAMPO,,,10/31/2020
1,M01T10,Terrestre,125,M,TS4500_125_M,1670,3.4,2.2,7,5.5,300,34,34,34,35,0,0,0,0,83,67,82,50,17,33,18,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,Sim,,Sim,CAMPO,,,10/31/2020
1,M01T10,Terrestre,175,M,TS4500_175_M,1670,0.9,0.8,12,8.6,270,40,35,30,51,0,0,0,0,60,20,80,75,40,10,15,25,0,70,5,0,0,0.5,0.5,0,0,0,0,0,0,100,,Sim,,Sim,CAMPO,,,10/31/2020
1,M01T10,Terrestre,225,M,TS4500_225_M,1670,1.1,0.5,0.5,16,250,51,51,51,51,0,0,0,0,70,80,80,85,30,20,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,Sim,,Sim,CAMPO,,,10/31/2020
1,M01R04,Ripária,25,E,TS1845_25_E,1540,36,39,36,38,120,51,15,51,10,0,0,10,0,0,0,0,0,0,3,5,10,100,97,85,90,11,7,6,5,0,0,0,0,10,24.8484375,,Sim,Dicksonia sellowiana,,FOM,piq 40-70 varias arvores caidas,,11/1/2020
1,M01R04,Ripária,75,E,TS1845_75_E,1540,23,23,23,23,130,15,8,12,8,0,10,0,10,0,0,0,0,0,1,5,10,100,89,95,80,11,4,6,6,100,80,20,10,9.5,61.54041667,,Sim,Dicksonia sellowiana,,FOM,Arvore caida,,11/1/2020
1,M01R04,Ripária,125,E,TS1845_125_E,1540,0,0,0,0,90,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,18.7178125,,Sim,,,FOM,,,11/1/2020
1,M01R04,Ripária,175,E,TS1845_175_E,1540,10.6,10.6,10.6,10.6,0,5,4,6,5,30,20,50,20,0,0,0,0,0,0,5,20,70,80,45,60,3,3,3,1,0,5,3,0,6,30.378125,,Sim,,,FOM,,,11/1/2020
1,M01R04,Ripária,225,E,TS1845_225_E,1540,16,15,13,15,0,51,51,51,51,0,0,0,0,0,0,0,0,5,8,10,5,95,92,90,95,4,1.5,3,1.9,0,1,0,1,7,25.98447917,,Sim,Myrceugenia spp.,,FOM,,,11/1/2020
1,M01R04,Ripária,25,D,TS1845_25_D,1540,13,20,10,24,330,51,51,13,8,0,0,6,40,0,0,0,0,15,8,10,8,85,92,84,52,2.5,3,1.5,2,3,0,40,3,12,9.3925,,Sim,Myrt marrom,,FOM,,,11/1/2020
1,M01R04,Ripária,75,D,TS1845_75_D,1540,17,17,17,17,0,40,20,13,40,10,50,50,20,0,0,0,0,8,1,4,0,82,49,46,80,6,8,4.5,6,28,9,12,20,17,21.9928125,,Sim,Dicksonia sellowiana,,FOM,,,11/1/2020
1,M01R04,Ripária,125,D,TS1845_125_D,1540,21.5,21.5,21.5,21.5,345,13,13,20,15,0,0,75,0,0,0,0,0,2,0,0,0,98,100,25,100,8,20,14,13,5,0,0,0,15,34.72177083,,Sim,Dicksonia sellowiana,,FOM,,,11/1/2020
1,M01R04,Ripária,175,D,TS1845_175_D,1540,22,22,22,22,315,51,51,51,51,0,0,0,0,0,0,0,0,95,80,97,100,5,20,3,0,5,5,5,5,5,20,3,0,17,40.480625,,Sim,,,FOM,Arvore caida,,11/1/2020
1,M01R04,Ripária,225,D,TS1845_225_D,1540,11,11,11,11,315,45,10,0,5,0,90,100,5,0,0,0,0,12,0,0,15,88,10,0,80,1,0,0,1,0,0,0,0,11,10.37083333,100,Sim,Drimys angustifolia + Myrceugenia glauscecens,,FOM,,,11/1/2020
1,M01R04,Ripária,25,C,TS1845_25_C,1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.585,,,,,FOM,,,
1,M01R04,Ripária,75,C,TS1845_75_C,1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.705,,,,,FOM,,,
1,M01R04,Ripária,125,C,TS1845_125_C,1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.70479167,,,,,FOM,,,
1,M01R04,Ripária,175,C,TS1845_175_C,1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.58375,,,,,FOM,,,
1,M01R04,Ripária,225,C,TS1845_225_C,1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.881145833,,,,,FOM,,,
1,M01R01,Ripária,25,E,TN1169_25_E,1390,0.1,0.1,0.1,0.1,360,28,20,12,8,0,0,0,0,0,0,0,0,92,90,95,95,8,10,5,5,1,4,1.5,4,8,0,1,8,12,42.37479167,,Sim,,,FOM,,,11/2/2020
1,M01R01,Ripária,75,E,TN1169_75_E,1390,1,1,1,1,340,22,6,6,12,0,0,0,0,0,0,0,0,10,10,20,8,90,90,80,92,3.5,3.5,1.5,2.2,70,8,18,20,17,42.3790625,,Sim,Araucaria angustifolia,,FOM,,,11/2/2020
1,M01R01,Ripária,125,E,TN1169_125_E,1390,5,5,5,5,30,51,51,20,20,0,0,0,0,0,0,0,0,50,50,30,50,50,50,70,50,0.9,0.5,2,2.5,0,15,0,8,17,61.99729167,,Sim,,,FOM,,,11/2/2020
1,M01R01,Ripária,175,E,TN1169_175_E,1390,3,3,3,3,60,2,8,12,25,0,10,20,5,5,5,5,5,50,8,10,15,45,77,65,75,0.5,1.5,1,2,5,0,0,2,12,59.72541667,,Sim,Baccharis sp.,,FOM,Estrada 2m do rio,,11/2/2020
1,M01R01,Ripária,225,E,TN1169_225_E,1390,27,18,30,32,50,5,4,11,5,0,0,0,0,0,5,5,5,100,95,95,95,0,0,0,0,0,0,0,0,0,0,0,0,7,56.58666667,,Sim,Baccharis uncinella,,FOM,Estrada 2m do rio,,11/2/2020
1,M01R01,Ripária,25,D,TN1169_25_D,1390,15.5,20,13,18,225,30,35,51,51,0,0,0,0,0,0,0,0,20,10,0,2,80,90,100,98,5.5,5,5,5.4,30,20,15,8,11,36.3346875,,Sim,Araucaria angustifolia,,FOM,,,11/2/2020
1,M01R01,Ripária,75,D,TN1169_75_D,1390,31.5,33.3,19.7,17.5,240,51,51,51,51,0,0,0,0,0,0,0,0,1,3,4,5,99,97,96,95,2,3,2.5,1.5,0,0,5,2,15,15.69208333,,Sim,Myrceugenia glauscecens,,FOM,,,11/2/2020
1,M01R01,Ripária,125,D,TN1169_125_D,1390,1.8,3.8,7,3,250,8,5,51,51,0,0,0,0,0,0,0,0,4,10,5,0,96,90,95,100,1,0.9,2,1.5,95,80,90,90,17,26.33416667,,Sim,Araucaria angustifolia + Acca sellowiana,,FOM,,,11/2/2020
1,M01R01,Ripária,175,D,TN1169_175_D,1390,0.1,0.1,0.1,0.1,210,25,24,21,20,0,0,0,0,0,0,0,0,30,10,10,40,70,90,90,60,1.5,2,2.8,1.5,5,25,40,15,18,18.71,,Sim,Araucaria angustifolia + Acca sellowiana,,FOM,,,11/2/2020
1,M01R01,Ripária,225,D,TN1169_225_D,1390,0.1,0.1,0.1,0.1,240,51,8,51,51,0,0,0,0,0,0,0,0,90,100,85,90,10,0,15,10,0.1,0.1,0.3,0.2,5,0,5,5,12,45.0859375,,Sim,Araucaria angustifolia + Acca sellowiana,,FOM,,,11/2/2020
1,M01R01,Ripária,25,C,TN1169_25_C,1390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.80604167,,,,,FOM,,,
1,M01R01,Ripária,75,C,TN1169_75_C,1390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.545,,,,,FOM,,,
1,M01R01,Ripária,125,C,TN1169_125_C,1390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.45145833,,,,,FOM,,,
1,M01R01,Ripária,175,C,TN1169_175_C,1390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.05947917,,,,,FOM,,,
1,M01R01,Ripária,225,C,TN1169_225_C,1390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0403125,,,,,FOM,,,
1,M01R02,Ripária,25,E,TN4000_25_E,1504,15,15,15,15,45,40,15,51,20,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,6,7,5,7,40,40,25,5,14,12.36822917,,,Drimys angustifolia + Blechnum sp.,,FOM,,,11/3/2020
1,M01R02,Ripária,75,E,TN4000_75_E,1504,5,8,3,3,40,21,25,36,45,0,0,0,0,0,0,0,0,8,2,5,6,92,98,95,94,2.1,4,3,2.5,5,10,50,25,13,20.55604167,,,,,FOM,,,11/3/2020
1,M01R02,Ripária,125,E,TN4000_125_E,1504,8,8,8,8,355,51,40,8,20,0,0,0,0,0,0,0,0,1,2,0,0,99,98,100,100,10,12,5,3,0,0,0,0,10,31.96427083,,,Mimosa scabrella + Car[a + Blechnum sp.,,FOM,,,11/3/2020
1,M01R02,Ripária,175,E,TN4000_175_E,1504,0.1,0.1,0.1,0.1,45,10,5,5,9,0,0,0,0,0,0,0,0,65,85,30,35,35,15,70,65,1.5,1.5,1.5,0.5,0,0,0,0,8,28.04572917,,,Drimys angustifolia + Myrceugenia glauscecens,,FOM,,,11/3/2020
1,M01R02,Ripária,225,E,TN4000_225_E,1504,5,12,5,5,250,12,8,30,40,0,0,0,0,0,0,0,0,30,25,15,20,70,75,85,80,3,4,4,4,8,25,15,15,17,14.80864583,,,,,FOM,,,11/3/2020
1,M01R02,Ripária,25,D,TN4000_25_D,1504,15.4,13.5,18,17,255,23,18,14,22,0,0,0,0,0,0,0,0,85,90,85,85,15,10,15,15,3,3.8,2.5,1,10,0,1,0,14,12.35229167,,,,,FOM,Rio 2m Largura,,11/3/2020
1,M01R02,Ripária,75,D,TN4000_75_D,1504,12,12,12,12,280,51,51,51,51,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,4.1,7,3,7,8,0,5,2,11.5,13.56833333,,,Dicksonia sellowiana,,FOM,,,11/3/2020
1,M01R02,Ripária,125,D,TN4000_125_D,1504,3,3,3,3,240,51,51,51,51,0,0,0,0,0,0,0,0,5,5,5,5,95,95,95,95,5,4,3,4,2,0,30,10,17,11.21677083,,,Myrceugenia glauscescens,,FOM,,,11/3/2020
1,M01R02,Ripária,175,D,TN4000_175_D,1504,14,14,14,14,225,12,51,10,10,0,0,0,0,0,0,0,0,5,2,5,8,95,98,95,92,5.5,6,5,5,20,10,75,20,18,37.13739583,,,Myrceugenia glauscescens,,FOM,Rio 4m Largura,,11/3/2020
1,M01R02,Ripária,225,D,TN4000_225_D,1504,13.5,13.5,13.5,13.5,150,51,15,25,12,0,50,0,40,0,0,0,0,5,0,15,5,95,50,85,55,10,6,5,3.2,0,0,0,0,10,16.14864583,,,,,FOM,,,11/3/2020
1,M01R02,Ripária,25,C,TN4000_25_C,1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4278125,,,,,FOM,,,
1,M01R02,Ripária,75,C,TN4000_75_C,1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.98916667,,,,,FOM,,,
1,M01R02,Ripária,125,C,TN4000_125_C,1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.60239583,,,,,FOM,,,
1,M01R02,Ripária,175,C,TN4000_175_C,1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.43364583,,,,,FOM,,,
1,M01R02,Ripária,225,C,TN4000_225_C,1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.94375,,,,,FOM,,,
1,M01R03,Ripária,25,E,S0080_25_E,1460,6,6,6,6,0,3,8,18,5,10,25,0,40,0,0,0,0,5,5,0,5,85,70,100,55,1.5,1.5,1,1.4,6,40,9,50,19,21.48114583,,,Araucaria angustifolia + Myrceugenia spp.,,FOM,,,11/5/2020
1,M01R03,Ripária,75,E,S0080_75_E,1460,4.5,4.5,4.5,4.5,20,51,51,51,51,0,0,0,0,0,0,0,0,45,80,80,35,55,20,20,65,0.4,0.4,0.4,0.4,0,0,0,0,8,12.74177083,,,Myrceugenia glauscescens,,FOM,,,11/5/2020
1,M01R03,Ripária,125,E,S0080_125_E,1460,27,27,27,27,95,36,44,5,33,0,0,40,0,0,0,0,0,2,5,5,3,98,95,55,97,3,2,2,8,5,6,5,8,18,25.8528125,,,Dicksonia sellowiana,,FOM,ordem dos piquetes: 225=195; 175=145; 125=95; 75=45; 25=225,,11/5/2020
1,M01R03,Ripária,175,E,S0080_175_E,1460,27,27,27,27,70,51,22,25,30,0,0,0,0,0,0,0,0,5,3,2,0,95,97,98,100,7,5,10,7.5,0,0,0,0,15.5,19.37322917,,,Dicksonia sellowiana + Lomaria spanagelli,,FOM,,,11/5/2020
1,M01R03,Ripária,225,E,S0080_225_E,1460,9,1,3,0.1,75,40,44,20,17,0,0,0,0,0,0,0,0,5,0,5,8,95,100,95,92,5.5,3,4,5.5,10,15,11,5,16,29.41291667,,,Acca sellowiana + Dicksonia sellowiana + Lomaria spanagelli,,FOM,,,11/5/2020
1,M01R03,Ripária,25,D,S0080_25_D,1460,13,13,13,13,310,51,51,51,51,0,0,0,0,0,0,0,0,85,95,80,75,15,5,20,25,1,0.5,0.5,1,8,5,20,25,15,66.3803125,,,Araucaria angustifolia + Baccharis uncinella + Myrceugenia glauscescens,,FOM,,,11/5/2020
1,M01R03,Ripária,75,D,S0080_75_D,1460,35,35,35,35,260,10,5,5,12,0,0,0,0,25,0,0,10,0,0,0,0,75,100,100,90,5.9,7.1,6,7,75,90,90,50,17,42.2015625,,,Araucaria angustifolia + Dicksonia sellowiana,,FOM,,,11/5/2020
1,M01R03,Ripária,125,D,S0080_125_D,1460,1.5,1.5,1.5,1.5,0,51,51,51,51,0,0,0,0,0,0,0,0,30,25,15,10,70,75,85,90,0.5,0.5,0.5,0.5,8,0,10,6,20,15.47677083,,,Myrceugenia spp. + Araucaria angustifolia,,FOM,,,11/5/2020
1,M01R03,Ripária,175,D,S0080_175_D,1460,24,24,24,24,240,1,51,32,28,75,5,10,40,0,0,0,0,10,5,8,8,15,90,82,52,2.5,0.6,2.5,3,10,25,10,20,14,16.701875,,,Myrceugenia glauscescens + Araucaria angustifolia,,FOM,Coco gado 210-220 D; 190-200D; 170-190D; 125D; 75 E; 220-230D,,11/5/2020
1,M01R03,Ripária,225,D,S0080_225_D,1460,48,48,48,48,272,35,9,51,22,0,25,25,0,0,0,0,0,1,3,3,2,99,72,72,98,7,5.5,4,3,0,15,0,5,7,65.49541667,,,Cará,,FOM,Largura ponto 25 6 metros; p225 4m; p125 10 m,,11/5/2020
1,M01R03,Ripária,25,C,S0080_25_C,1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.960625,,,,,FOM,,,
1,M01R03,Ripária,75,C,S0080_75_C,1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0078125,,,,,FOM,,,
1,M01R03,Ripária,125,C,S0080_125_C,1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.65479167,,,,,FOM,,,
1,M01R03,Ripária,175,C,S0080_175_C,1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2046875,,,,,FOM,,,
1,M01R03,Ripária,225,C,S0080_225_C,1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.46666667,,,,,FOM,,,
1,M01R05,Ripária,25,E,L859_25_E,1455,13.5,13.5,13.5,13.5,5,51,51,51,51,0,0,0,0,0,0,0,0,2,8,2,0,98,92,98,100,1,2,1.4,1.5,0,0,0,0,6,40.9759375,,Sim,Myrceugenia glauscescens + Lomaria spanagelli,,FOM,,,11/5/2020
1,M01R05,Ripária,75,E,L859_75_E,1455,36.5,36.5,36.5,36.5,330,51,51,22,25,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,6,7,12,12,90,25,45,10,11,43.27927083,,,Dicksonia sellowiana + Araucaria angustifolia,,FOM,Largura rio: 6 m,,11/5/2020
1,M01R05,Ripária,125,E,L859_125_E,1455,36,36,36,36,335,18,0,0,25,0,100,100,0,0,0,0,10,5,0,0,0,95,0,0,90,3,0,0,2.5,5,0,0,3,10,16.95229167,,,Myrceugenia glauscescens,,FOM,,,11/5/2020
1,M01R05,Ripária,175,E,L859_175_E,1455,34.5,34.5,34.5,34.5,320,30,12,26,31,15,5,0,0,10,0,5,0,0,0,0,0,75,95,95,100,5,13,6,9,0,0,0,0,4,29.34010417,,,Dicksonia sellowiana,,FOM,,,11/5/2020
1,M01R05,Ripária,225,E,L859_225_E,1455,75,75,75,75,340,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16.12979167,,,Araucaria angustifolia,,FOM,foto foi embaixo,,11/5/2020
1,M01R05,Ripária,25,D,L859_25_D,1455,8,8,8,8,210,51,51,51,51,0,0,0,0,0,0,0,0,5,5,8,8,95,95,92,92,2.5,2,1.5,1.5,30,15,5,10,11,15.0953125,,Sim,,,FOM,gado 20-30 d + e,,11/5/2020
1,M01R05,Ripária,75,D,L859_75_D,1455,23.5,23.5,23.5,23.5,215,51,15,20,20,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,7,8,9,9,0,0,0,0,9,15.32354167,,Sim,Dicksonia sellowiana,,FOM,,,11/5/2020
1,M01R05,Ripária,125,D,L859_125_D,1455,33.5,33.5,33.5,33.5,185,34,9,51,31,0,0,50,0,0,0,0,0,0,0,0,0,100,100,50,100,8,6,4,9,10,4,15,15,7,15.61520833,,Sim,Dicksonia sellowiana + Araucaria angustifolia,,FOM,gado 120-130; 150-160,,11/5/2020
1,M01R05,Ripária,175,D,L859_175_D,1455,18,18,18,18,170,10,30,19,25,0,0,40,0,0,0,0,0,0,0,0,0,100,100,60,100,8,6,9,10,85,20,10,30,20,9.055625,,,Dicksonia sellowiana + Araucaria angustifolia,,FOM,largura rio: 8 m,,11/5/2020
1,M01R05,Ripária,225,D,L859_225_D,1455,46.5,46.5,46.5,46.5,145,8,6,15,10,30,0,10,5,10,5,0,5,5,2,0,5,55,93,90,85,0.5,1.5,7.5,2,2,0,10,0,10,11.93802083,,Sim,Dicksonia sellowiana,,FOM,largura rio 10 m,,11/5/2020
1,M01R05,Ripária,25,C,L859_25_C,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.53791667,,,,,FOM,,,
1,M01R05,Ripária,75,C,L859_75_C,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.71614583,,,,,FOM,,,
1,M01R05,Ripária,125,C,L859_125_C,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.8071875,,,,,FOM,,,
1,M01R05,Ripária,175,C,L859_175_C,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.484375,,,,,FOM,,,
1,M01R05,Ripária,225,C,L859_225_C,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.91802083,,,,,FOM,,,
2,M02T01,Terrestre,25,J,TW500_25_J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
2,M02T01,Terrestre,75,J,TW500_75_J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
2,M02T01,Terrestre,125,J,TW500_125_J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
2,M02T01,Terrestre,175,J,TW500_175_J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
2,M02T01,Terrestre,225,J,TW500_225_J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
2,M02T01,Terrestre,25,M,TW500_25_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
2,M02T01,Terrestre,75,M,TW500_75_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
2,M02T01,Terrestre,125,M,TW500_125_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
2,M02T01,Terrestre,175,M,TW500_175_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
2,M02T01,Terrestre,225,M,TW500_225_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
2,M02T02,Terrestre,25,J,TW1500_25_J,1604,19,8,12,5,100,40,21,20,40,2,35,10,0,0,0,0,0,3,3,5,0,95,62,85,100,4,5,5,5,0,0,0,0,6,16.28854167,,,,,FOM,,,
2,M02T02,Terrestre,75,J,TW1500_75_J,1604,23,24,17,15,70,23,29,19,8,0,0,0,20,2,0,0,0,0,0,5,5,98,100,95,75,5,8,8,4,0,0,0,0,10,17.84625,,,,,FOM,,,
2,M02T02,Terrestre,125,J,TW1500_125_J,1604,5,5,8,8,70,33,5,10,2,2,10,0,60,0,0,5,0,6,20,15,10,92,70,80,30,4,4,4,4,0,0,0,0,8.5,24.3940625,,,,,FOM,,,
2,M02T02,Terrestre,175,J,TW1500_175_J,1604,30,25,16,26,80,0,20,10,6,80,0,0,5,0,0,0,0,5,20,20,8,15,80,80,87,9,6,4,5,0,0,0,0,9,10.36104167,,,,,FOM,,,
2,M02T02,Terrestre,225,J,TW1500_225_J,1604,0,0,2,2,70,15,15,10,20,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,5,5,4,5,0,0,0,0,11,17.62479167,,,,,FOM,,,
2,M02T02,Terrestre,25,M,TW1500_25_M,1604,0,5,0,0,130,22,20,5,0,0,0,10,10,0,0,0,0,70,35,10,0,30,65,80,90,6,6,6,0,0,0,0,0,3.5,21.8253125,50,,,,FOM,,,
2,M02T02,Terrestre,75,M,TW1500_75_M,1604,14,13,9,13,75,14,21,15,22,5,10,4,0,2,0,0,5,3,10,5,8,90,80,91,87,3,5,3,5,0,0,0,0,6.5,16.96541667,,,,,FOM,,,
2,M02T02,Terrestre,125,M,TW1500_125_M,1604,8,9,2,1,60,5,25,10,20,30,0,3,5,0,0,0,0,0,0,1,5,70,100,96,90,5,6,4,5,0,0,0,0,5,11.27625,,,,,FOM,,,
2,M02T02,Terrestre,175,M,TW1500_175_M,1604,6,5,7,5,85,51,51,51,51,0,0,0,0,0,0,0,0,90,95,60,85,10,5,40,15,1,4,3,4,0,0,0,0,7,12.89583333,,,,,FOM,,,
2,M02T02,Terrestre,225,M,TW1500_225_M,1604,6,8,8,4,55,51,51,51,51,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,3.5,61.51270833,,,,,FOM,,,
2,M02T03,Terrestre,25,J,TW2500_25_J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
2,M02T03,Terrestre,75,J,TW2500_75_J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
2,M02T03,Terrestre,125,J,TW2500_125_J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
2,M02T03,Terrestre,175,J,TW2500_175_J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
2,M02T03,Terrestre,225,J,TW2500_225_J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
2,M02T03,Terrestre,25,M,TW2500_25_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
2,M02T03,Terrestre,75,M,TW2500_75_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
2,M02T03,Terrestre,125,M,TW2500_125_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
2,M02T03,Terrestre,175,M,TW2500_175_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
2,M02T03,Terrestre,225,M,TW2500_225_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
2,M02T04,Terrestre,25,J,TW3500_25_J,1584,23,34,15,25,150,14,25,15,18,0,0,0,0,0,0,0,0,0,0,8,2,100,100,92,98,5,4,1,1.5,,,,,7,19.30958333,,,Drymis,,FOM,,,
2,M02T04,Terrestre,75,J,TW3500_75_J,1584,23,24,30,31,130,11,20,20,20,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,,,,,7,25.7353125,,,Drymis,,FOM,,,
2,M02T04,Terrestre,125,J,TW3500_125_J,1584,46,40,34,28,94,11,51,20,29,60,0,0,0,0,0,0,0,0,0,0,0,40,100,100,100,8,4,4,4,,,,,7,6.435625,,,Carazal,,FOM,,,
2,M02T04,Terrestre,175,J,TW3500_175_J,1584,11,13,6,7,120,15,26,25,5,0,0,0,0,0,0,0,0,5,2,0,2,95,98,100,98,6,9,5,3,,,,,5.5,14.2059375,,,Drymis,,FOM,,,
